immigrant,domestic,date,time,link
,"Ghi nhận trong nước tại Bắc Giang (69), Bắc Ninh (14), TP. Hồ Chí Minh (10), Hà Tĩnh (5) Hà Nội (2), Bình Dương (2); trong đó 100 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả. Cụ thể:",2021-06-06,2021-06-06 12:27:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
,"Ghi nhận trong nước tại Bắc Giang (21), TP. Hồ Chí Minh (10), Bắc Ninh (8) đều là các ca được phát hiện trong khu cách ly hoặc khu đã được phong toả. ",2021-06-06,2021-06-06 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
"- 03 ca cách ly ngay sau khi nhập cảnh tại An Giang (2), Khánh Hòa (1).","- 80 ca ghi nhận trong nước tại Bắc Giang (39), Bắc Ninh (28 ), TP. Hồ Chí Minh (6), Vĩnh Phúc (2), Bình Dương (2), Lạng Sơn (1), Bệnh viện K cơ sở Tân Triều (1), Bệnh viện Bệnh Nhiệt đới Trung ương cơ sở Đông Anh (1).",2021-06-05,2021-06-05 19:37:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
"- 03 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh (2), Kiên Giang (1).","- 91 ca ghi nhận trong nước tại Bắc Giang (65), TP. Hồ Chí Minh (15), Bắc Ninh (8), Hà Tĩnh (2), Tiền Giang (1).",2021-06-05,2021-06-05 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
- 02 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh.,"- 75 ca ghi nhận trong nước tại Bắc Giang (45), Bắc Ninh (19), TP. Hồ Chí Minh (10), Hà Nam (1).",2021-06-05,2021-06-05 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
"- 05 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh (4), Kiên Giang (1).","- 87 ca ghi nhận trong nước tại Bắc Giang (62), Bắc Ninh (10), TP Hồ Chí Minh (15).",2021-06-04,2021-06-04 18:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
,"Ghi nhận trong nước tại Bắc Giang (44), Bắc Ninh (23), TP. Hồ Chí Minh (11), Hà Nội (2).",2021-06-04,2021-06-04 12:06:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
,"Ghi nhận trong nước tại Bắc Giang (35), Bắc Ninh (14), Hà Nội (2), Thái Bình (1).",2021-06-04,2021-06-04 05:45:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
- 12 ca cách ly ngay sau khi nhập cảnh tại Kiên Giang.,"- 79 ca ghi nhận trong nước tại Bắc Giang (58 ), Bắc Ninh (10), TP. Hồ Chí Minh (11).",2021-06-03,2021-06-03 18:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=13
"- 06 ca cách ly ngay sau khi nhập cảnh tại An Giang (3), TP. Hồ Chí Minh (3).","- 96 ca ghi nhận trong nước tại Bắc Giang (55), Bắc Ninh (14), TP. Hồ Chí Minh (19), Hà Nội (6), Long An (2).",2021-06-03,2021-06-03 12:26:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
- 01 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh.,"- 56 ca ghi nhận trong nước tại Bắc Giang (32), Bắc Ninh (20), Lạng Sơn (3), Hải Dương (1).",2021-06-03,2021-06-03 05:59:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
"- 10 ca cách ly ngay sau khi nhập cảnh tại Kiên Giang (8 - tám), TP Hồ Chí Minh (2).","- 128 ca ghi nhận trong nước tại Bắc Giang (74), TP Hồ Chí Minh (31), Bắc Ninh (16), Hà Nội (6), Hải Dương (1). ",2021-06-02,2021-06-02 18:37:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
- 02 ca cách ly ngay sau khi nhập cảnh tại An Giang.,"- 48 ca ghi nhận trong nước tại Bắc Giang (35), Bắc Ninh (12), Đà Nẵng (1).",2021-06-02,2021-06-02 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
,"Ghi nhận trong nước tại Bắc Giang (48), Bắc Ninh (3), Hà Nội (2). Cụ thể:",2021-06-02,2021-06-02 06:12:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
- 01 ca cách ly ngay sau khi nhập cảnh tại An Giang.,"- 89 ca ghi nhận trong nước tại Bắc Giang (47), Bắc Ninh (10), TP. Hồ Chí Minh (19), Lạng Sơn (4), Hà Nội (2), Hà Nam (2), Long An (2), Đồng Tháp (1), Trà Vinh (1), Vĩnh Phúc (1). Cụ thể:",2021-06-01,2021-06-01 18:26:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
,"Ghi nhận trong nước tại Bắc Giang (32), Bắc Ninh (9), Lạng Sơn (8), Long An (1). Cụ thể:",2021-06-01,2021-06-01 12:10:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (51), Bắc Giang (45), Bắc Ninh (15).",2021-06-01,2021-06-01 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
"- 03 ca cách ly ngay sau khi nhập cảnh tại Quảng Nam (2), Tây Ninh (1).","- 82 ca ghi nhận trong nước tại Bắc Giang (43), Bắc Ninh (34), Bình Dương (3), Hà Nội (1), Trà Vinh (1).",2021-05-31,2021-05-31 18:47:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
,"68 ca ghi nhận trong nước tại Bắc Giang (48), Hà Nội (12), Bắc Ninh (4), Long An (2), Đắk Lắk (1), Đà Nẵng (1). Cụ thể:",2021-05-31,2021-05-31 12:03:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=14
,"Ghi nhận trong nước tại Bắc Giang (43), Hà Nội (15), Lạng Sơn (3). Cụ thể :",2021-05-31,2021-05-31 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
- 01 ca cách ly ngay sau khi nhập cảnh tại Đồng Nai.,"- 142 ca ghi nhận trong nước tại Hồ Chí Minh (49), Bắc Giang (44), Bắc Ninh (28), Hà Nội (18), Bệnh viện Bệnh Nhiệt đới Trung ương cơ sở Đông Anh (2), Đà Nẵng (1).",2021-05-30,2021-05-30 18:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
,"Ghi nhận trong nước tại Bắc Giang (45), Bắc Ninh (9), Long An (1). Cụ thể: ",2021-05-30,2021-05-30 11:59:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
,"Ghi nhận trong nước tại Bắc Giang (35), TP Hồ Chí Minh (10), Bắc Ninh (6), Hải Phòng (1).",2021-05-30,2021-05-30 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
- 02 ca cách ly ngay sau khi nhập cảnh tại Quảng Nam.,"- 141 ca ghi nhận trong nước tại Bắc Giang (67), Hồ Chí Minh (29), Bắc Ninh (25), Hà Nội (7), Lạng Sơn (7), Hà Nam (3), Hải Dương (2), Long An (1).",2021-05-29,2021-05-29 19:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
"- 07 ca cách ly ngay sau khi nhập cảnh tại Đồng Nai (1), Bà Rịa - Vũng Tàu (6).","- 49 ca ghi nhận trong nước tại Bắc Giang (46), Tây Ninh (1), Điện Biên (1), Bệnh viện Bệnh Nhiệt đới Trung ương cơ sở Đông Anh (1) .",2021-05-29,2021-05-29 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
,"Ghi nhận trong nước tại Bắc Giang (57), Bắc Ninh (27), Bạc Liêu (1), Gia Lai (1) và Bệnh viện K cơ sở Tân Triều (1).",2021-05-29,2021-05-29 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
- 01 ca cách ly ngay sau khi nhập cảnh tại Vĩnh Long.,"- 173 ca ghi nhận trong nước tại Bắc Giang (123), Hồ Chí Minh (25), Bắc Ninh (20), Hà Nội (3), Lạng Sơn (2).",2021-05-28,2021-05-28 18:45:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
,"Ghi nhận trong nước tại Bắc Giang (23), Bắc Ninh (13), Hải Dương (1), Hưng Yên (1), Hà Nam (1), Hà Nội (1).",2021-05-28,2021-05-28 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
,"Ghi nhận trong nước tại Bắc Giang (30), Lạng Sơn (8), Thái Bình (1), Long An (1).",2021-05-28,2021-05-28 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=15
- 02 ca cách ly ngay sau khi nhập cảnh tại Sóc Trăng.,"- 150 ca ghi nhận trong nước tại Bắc Giang (84), Bắc Ninh (22), Hà Nội (7), Đà Nẵng (1), Thành phố Hồ Chí Minh (36).",2021-05-27,2021-05-27 19:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
,"Ghi nhận trong nước tại Bắc Ninh (30), Bắc Giang (21), Điện Biên (1), Hải Dương (1).",2021-05-27,2021-05-27 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
- 01 ca cách ly ngay sau khi nhập cảnh tại Hà Nội.,"- 24 ca ghi nhận trong nước tại Bắc Giang (23), Lạng Sơn (1).",2021-05-27,2021-05-27 05:55:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
,"Ghi nhận trong nước tại: Bắc Giang (39), Bắc Ninh (64), Hà Nội (9), Hải Dương (2), Thái Nguyên (1).",2021-05-26,2021-05-26 18:41:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
,"Ghi nhận trong nước tại: Bắc Giang (27), Bắc Ninh (4), Điện Biên (1), Hải Dương (1), Hà Nội (6), Bệnh viện Bệnh Nhiệt đới Trung ương cơ sở Đông Anh (1).",2021-05-26,2021-05-26 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
,"Ghi nhận trong nước tại Bắc Giang (55), Bắc Ninh (23), Thanh Hóa (1), Hải Dương (1).",2021-05-26,2021-05-26 05:55:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
- 03 ca cách ly ngay sau khi nhập cảnh tại Tiền Giang.,"- 287 ca ghi nhận trong nước tại Bắc Giang (243), Bắc Ninh (26), Hà Nội (11), Lạng Sơn (3), Hà Nam (3), Bệnh viện K cơ sở Tân Triều (1).",2021-05-25,2021-05-25 19:50:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
,"Ghi nhận trong nước tại Thái Bình (1), Hồ Chí Minh (1), Đà Nẵng (2), Hà Nội (8), Điện Biên (1), Bắc Giang (87). Cụ thể:",2021-05-25,2021-05-25 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
,"Ghi nhận trong nước tại Bắc Giang (45), Bắc Ninh (02), Hà Nội (04), Lạng Sơn (04) và Hà Nam (02).",2021-05-25,2021-05-25 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
- 01 ca cách ly ngay sau khi nhập cảnh tại Hà Nội.,"- 95 ca ghi nhận trong nước tại Bắc Giang (44), Bắc Ninh (31), Hà Nội (13), Lạng Sơn (6), TP Hồ Chí Minh (1).",2021-05-24,2021-05-24 18:05:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=16
